Heatmap_variant	Dimension	Item_1	Item_2	Item_1_accession	Item_2_accession	Distance	Item_1_cluster_order	Item_2_cluster_order	Distance_method	Scaling_normalisation	Linkage_method
clustered	rows (strains)	C1545	C6409	GCA_050506915.1	GCA_050506775.1	0	5	6	binary Jaccard; joint absences ignored; zero union defined as distance 0	none; raw accepted-detection presence/absence values (0/1)	average (UPGMA)
clustered	rows (strains)	C1544	C6409	GCA_050506925.1	GCA_050506775.1	0	4	6	binary Jaccard; joint absences ignored; zero union defined as distance 0	none; raw accepted-detection presence/absence values (0/1)	average (UPGMA)
clustered	rows (strains)	C1542	C6409	GCA_050506935.1	GCA_050506775.1	0	3	6	binary Jaccard; joint absences ignored; zero union defined as distance 0	none; raw accepted-detection presence/absence values (0/1)	average (UPGMA)
clustered	rows (strains)	C1538	C6409	GCA_050506985.1	GCA_050506775.1	0	2	6	binary Jaccard; joint absences ignored; zero union defined as distance 0	none; raw accepted-detection presence/absence values (0/1)	average (UPGMA)
clustered	rows (strains)	C1335	C6409	GCA_050506995.1	GCA_050506775.1	0.5	18	6	binary Jaccard; joint absences ignored; zero union defined as distance 0	none; raw accepted-detection presence/absence values (0/1)	average (UPGMA)
clustered	rows (strains)	C1337	C6409	GCA_050507065.1	GCA_050506775.1	0.5	17	6	binary Jaccard; joint absences ignored; zero union defined as distance 0	none; raw accepted-detection presence/absence values (0/1)	average (UPGMA)
clustered	rows (strains)	C1469	C6409	GCA_050507075.1	GCA_050506775.1	0.9	64	6	binary Jaccard; joint absences ignored; zero union defined as distance 0	none; raw accepted-detection presence/absence values (0/1)	average (UPGMA)
clustered	rows (strains)	C1468	C6409	GCA_050507105.1	GCA_050506775.1	0.9	63	6	binary Jaccard; joint absences ignored; zero union defined as distance 0	none; raw accepted-detection presence/absence values (0/1)	average (UPGMA)
clustered	rows (strains)	C5822	C6409	GCA_050516645.1	GCA_050506775.1	0.6666666666666666	35	6	binary Jaccard; joint absences ignored; zero union defined as distance 0	none; raw accepted-detection presence/absence values (0/1)	average (UPGMA)
clustered	rows (strains)	C5819	C6409	GCA_050516655.1	GCA_050506775.1	0.6666666666666666	36	6	binary Jaccard; joint absences ignored; zero union defined as distance 0	none; raw accepted-detection presence/absence values (0/1)	average (UPGMA)
clustered	rows (strains)	C6697	C6409	GCA_050516665.1	GCA_050506775.1	0.8333333333333334	50	6	binary Jaccard; joint absences ignored; zero union defined as distance 0	none; raw accepted-detection presence/absence values (0/1)	average (UPGMA)
clustered	rows (strains)	C6696	C6409	GCA_050516675.1	GCA_050506775.1	0.6666666666666666	27	6	binary Jaccard; joint absences ignored; zero union defined as distance 0	none; raw accepted-detection presence/absence values (0/1)	average (UPGMA)
clustered	rows (strains)	UMB6935B	C6409	GCF_049262565.1	GCA_050506775.1	0.5	34	6	binary Jaccard; joint absences ignored; zero union defined as distance 0	none; raw accepted-detection presence/absence values (0/1)	average (UPGMA)
clustered	rows (strains)	5245	C6409	GCF_053117575.1	GCA_050506775.1	0.8333333333333334	56	6	binary Jaccard; joint absences ignored; zero union defined as distance 0	none; raw accepted-detection presence/absence values (0/1)	average (UPGMA)
clustered	rows (strains)	5410	C6409	GCF_053117585.1	GCA_050506775.1	0.8571428571428571	70	6	binary Jaccard; joint absences ignored; zero union defined as distance 0	none; raw accepted-detection presence/absence values (0/1)	average (UPGMA)
clustered	rows (strains)	5034	C6409	GCF_053117655.1	GCA_050506775.1	0.8	49	6	binary Jaccard; joint absences ignored; zero union defined as distance 0	none; raw accepted-detection presence/absence values (0/1)	average (UPGMA)
clustered	rows (strains)	4953	C6409	GCF_053117665.1	GCA_050506775.1	0.8333333333333334	51	6	binary Jaccard; joint absences ignored; zero union defined as distance 0	none; raw accepted-detection presence/absence values (0/1)	average (UPGMA)
clustered	rows (strains)	4774	C6409	GCF_053117675.1	GCA_050506775.1	0.9230769230769231	45	6	binary Jaccard; joint absences ignored; zero union defined as distance 0	none; raw accepted-detection presence/absence values (0/1)	average (UPGMA)
clustered	rows (strains)	4638	C6409	GCF_053117685.1	GCA_050506775.1	0.8333333333333334	55	6	binary Jaccard; joint absences ignored; zero union defined as distance 0	none; raw accepted-detection presence/absence values (0/1)	average (UPGMA)
clustered	rows (strains)	4153	C6409	GCF_053117695.1	GCA_050506775.1	0.8	32	6	binary Jaccard; joint absences ignored; zero union defined as distance 0	none; raw accepted-detection presence/absence values (0/1)	average (UPGMA)
clustered	rows (strains)	2819	C6409	GCF_053117705.1	GCA_050506775.1	0.8333333333333334	54	6	binary Jaccard; joint absences ignored; zero union defined as distance 0	none; raw accepted-detection presence/absence values (0/1)	average (UPGMA)
clustered	rows (strains)	BX5936	C6409	GCF_906464925.1	GCA_050506775.1	0.875	72	6	binary Jaccard; joint absences ignored; zero union defined as distance 0	none; raw accepted-detection presence/absence values (0/1)	average (UPGMA)
clustered	rows (strains)	VSI48	C6391	GCA_029011255.1	GCA_050506815.1	0.8333333333333334	11	57	binary Jaccard; joint absences ignored; zero union defined as distance 0	none; raw accepted-detection presence/absence values (0/1)	average (UPGMA)
clustered	rows (strains)	VSI36	C6391	GCA_029011395.1	GCA_050506815.1	0.6666666666666666	25	57	binary Jaccard; joint absences ignored; zero union defined as distance 0	none; raw accepted-detection presence/absence values (0/1)	average (UPGMA)
clustered	rows (strains)	VSI19	C6391	GCA_029011535.1	GCA_050506815.1	0.8333333333333334	33	57	binary Jaccard; joint absences ignored; zero union defined as distance 0	none; raw accepted-detection presence/absence values (0/1)	average (UPGMA)
clustered	rows (strains)	VSI09	C6391	GCA_029011745.1	GCA_050506815.1	0.8333333333333334	1	57	binary Jaccard; joint absences ignored; zero union defined as distance 0	none; raw accepted-detection presence/absence values (0/1)	average (UPGMA)
clustered	rows (strains)	H820	C6391	GCA_050469755.1	GCA_050506815.1	0.6666666666666666	59	57	binary Jaccard; joint absences ignored; zero union defined as distance 0	none; raw accepted-detection presence/absence values (0/1)	average (UPGMA)
clustered	rows (strains)	H815	C6391	GCA_050471105.1	GCA_050506815.1	0.6666666666666666	26	57	binary Jaccard; joint absences ignored; zero union defined as distance 0	none; raw accepted-detection presence/absence values (0/1)	average (UPGMA)
clustered	rows (strains)	C1578	C6391	GCA_050472745.1	GCA_050506815.1	0.4	66	57	binary Jaccard; joint absences ignored; zero union defined as distance 0	none; raw accepted-detection presence/absence values (0/1)	average (UPGMA)
clustered	rows (strains)	C1577	C6391	GCA_050472755.1	GCA_050506815.1	0.7	71	57	binary Jaccard; joint absences ignored; zero union defined as distance 0	none; raw accepted-detection presence/absence values (0/1)	average (UPGMA)
clustered	rows (strains)	C1555	C6391	GCA_050473345.1	GCA_050506815.1	0.8333333333333334	12	57	binary Jaccard; joint absences ignored; zero union defined as distance 0	none; raw accepted-detection presence/absence values (0/1)	average (UPGMA)
clustered	rows (strains)	C1554	C6391	GCA_050473355.1	GCA_050506815.1	0.6666666666666666	24	57	binary Jaccard; joint absences ignored; zero union defined as distance 0	none; raw accepted-detection presence/absence values (0/1)	average (UPGMA)
clustered	rows (strains)	C1539	C6391	GCA_050473905.1	GCA_050506815.1	0.45454545454545453	62	57	binary Jaccard; joint absences ignored; zero union defined as distance 0	none; raw accepted-detection presence/absence values (0/1)	average (UPGMA)
clustered	rows (strains)	C1473	C6391	GCA_050474485.1	GCA_050506815.1	0.8333333333333334	10	57	binary Jaccard; joint absences ignored; zero union defined as distance 0	none; raw accepted-detection presence/absence values (0/1)	average (UPGMA)
clustered	rows (strains)	C1472	C6391	GCA_050474495.1	GCA_050506815.1	0.5	60	57	binary Jaccard; joint absences ignored; zero union defined as distance 0	none; raw accepted-detection presence/absence values (0/1)	average (UPGMA)
clustered	rows (strains)	C1336	C6391	GCA_050475565.1	GCA_050506815.1	0.5	61	57	binary Jaccard; joint absences ignored; zero union defined as distance 0	none; raw accepted-detection presence/absence values (0/1)	average (UPGMA)
clustered	rows (strains)	C1329	C6391	GCA_050475575.1	GCA_050506815.1	0.3333333333333333	31	57	binary Jaccard; joint absences ignored; zero union defined as distance 0	none; raw accepted-detection presence/absence values (0/1)	average (UPGMA)
clustered	rows (strains)	C1321	C6391	GCA_050476085.1	GCA_050506815.1	0.8333333333333334	9	57	binary Jaccard; joint absences ignored; zero union defined as distance 0	none; raw accepted-detection presence/absence values (0/1)	average (UPGMA)
clustered	rows (strains)	C8814	C6391	GCA_050480515.1	GCA_050506815.1	0.6666666666666666	23	57	binary Jaccard; joint absences ignored; zero union defined as distance 0	none; raw accepted-detection presence/absence values (0/1)	average (UPGMA)
clustered	rows (strains)	C8810	C6391	GCA_050481105.1	GCA_050506815.1	0.6666666666666666	22	57	binary Jaccard; joint absences ignored; zero union defined as distance 0	none; raw accepted-detection presence/absence values (0/1)	average (UPGMA)
clustered	rows (strains)	C2195	C6391	GCA_050481115.1	GCA_050506815.1	0.6666666666666666	21	57	binary Jaccard; joint absences ignored; zero union defined as distance 0	none; raw accepted-detection presence/absence values (0/1)	average (UPGMA)
clustered	rows (strains)	C2194	C6391	GCA_050481685.1	GCA_050506815.1	0.6666666666666666	20	57	binary Jaccard; joint absences ignored; zero union defined as distance 0	none; raw accepted-detection presence/absence values (0/1)	average (UPGMA)
clustered	rows (strains)	C1225	C6391	GCA_050481695.1	GCA_050506815.1	0.6842105263157895	41	57	binary Jaccard; joint absences ignored; zero union defined as distance 0	none; raw accepted-detection presence/absence values (0/1)	average (UPGMA)
clustered	rows (strains)	C1224	C6391	GCA_050482265.1	GCA_050506815.1	0.6842105263157895	42	57	binary Jaccard; joint absences ignored; zero union defined as distance 0	none; raw accepted-detection presence/absence values (0/1)	average (UPGMA)
clustered	rows (strains)	C8816	C6391	GCA_050485045.1	GCA_050506815.1	0.8235294117647058	43	57	binary Jaccard; joint absences ignored; zero union defined as distance 0	none; raw accepted-detection presence/absence values (0/1)	average (UPGMA)
clustered	rows (strains)	C8811	C6391	GCA_050485055.1	GCA_050506815.1	0.8	44	57	binary Jaccard; joint absences ignored; zero union defined as distance 0	none; raw accepted-detection presence/absence values (0/1)	average (UPGMA)
clustered	rows (strains)	C2198	C6391	GCA_050485625.1	GCA_050506815.1	0.6666666666666666	40	57	binary Jaccard; joint absences ignored; zero union defined as distance 0	none; raw accepted-detection presence/absence values (0/1)	average (UPGMA)
clustered	rows (strains)	C2196	C6391	GCA_050485635.1	GCA_050506815.1	0.6470588235294118	39	57	binary Jaccard; joint absences ignored; zero union defined as distance 0	none; raw accepted-detection presence/absence values (0/1)	average (UPGMA)
clustered	rows (strains)	C1228	C6391	GCA_050486705.1	GCA_050506815.1	0.4444444444444444	48	57	binary Jaccard; joint absences ignored; zero union defined as distance 0	none; raw accepted-detection presence/absence values (0/1)	average (UPGMA)
clustered	rows (strains)	C1226	C6391	GCA_050486715.1	GCA_050506815.1	0.7142857142857143	14	57	binary Jaccard; joint absences ignored; zero union defined as distance 0	none; raw accepted-detection presence/absence values (0/1)	average (UPGMA)
clustered	rows (strains)	C1576	C6391	GCA_050491675.1	GCA_050506815.1	0.3333333333333333	52	57	binary Jaccard; joint absences ignored; zero union defined as distance 0	none; raw accepted-detection presence/absence values (0/1)	average (UPGMA)
clustered	rows (strains)	C1574	C6391	GCA_050491685.1	GCA_050506815.1	0.3333333333333333	53	57	binary Jaccard; joint absences ignored; zero union defined as distance 0	none; raw accepted-detection presence/absence values (0/1)	average (UPGMA)
clustered	rows (strains)	C1552	C6391	GCA_050492125.1	GCA_050506815.1	0.4	67	57	binary Jaccard; joint absences ignored; zero union defined as distance 0	none; raw accepted-detection presence/absence values (0/1)	average (UPGMA)
clustered	rows (strains)	C1551	C6391	GCA_050492135.1	GCA_050506815.1	0.4	65	57	binary Jaccard; joint absences ignored; zero union defined as distance 0	none; raw accepted-detection presence/absence values (0/1)	average (UPGMA)
clustered	rows (strains)	H797	C6391	GCA_050505635.1	GCA_050506815.1	0.7272727272727273	46	57	binary Jaccard; joint absences ignored; zero union defined as distance 0	none; raw accepted-detection presence/absence values (0/1)	average (UPGMA)
clustered	rows (strains)	H813	C6391	GCA_050505645.1	GCA_050506815.1	0.7272727272727273	47	57	binary Jaccard; joint absences ignored; zero union defined as distance 0	none; raw accepted-detection presence/absence values (0/1)	average (UPGMA)
clustered	rows (strains)	C6489	C6391	GCA_050506665.1	GCA_050506815.1	0.5714285714285714	15	57	binary Jaccard; joint absences ignored; zero union defined as distance 0	none; raw accepted-detection presence/absence values (0/1)	average (UPGMA)
clustered	rows (strains)	C6504	C6391	GCA_050506675.1	GCA_050506815.1	0.5714285714285714	16	57	binary Jaccard; joint absences ignored; zero union defined as distance 0	none; raw accepted-detection presence/absence values (0/1)	average (UPGMA)
clustered	rows (strains)	C5882	C6391	GCA_050506685.1	GCA_050506815.1	0.5	29	57	binary Jaccard; joint absences ignored; zero union defined as distance 0	none; raw accepted-detection presence/absence values (0/1)	average (UPGMA)
clustered	rows (strains)	C5881	C6391	GCA_050506695.1	GCA_050506815.1	0.5	30	57	binary Jaccard; joint absences ignored; zero union defined as distance 0	none; raw accepted-detection presence/absence values (0/1)	average (UPGMA)
clustered	rows (strains)	C5874	C6391	GCA_050506725.1	GCA_050506815.1	0.8333333333333334	8	57	binary Jaccard; joint absences ignored; zero union defined as distance 0	none; raw accepted-detection presence/absence values (0/1)	average (UPGMA)
clustered	rows (strains)	C5873	C6391	GCA_050506735.1	GCA_050506815.1	0.8333333333333334	7	57	binary Jaccard; joint absences ignored; zero union defined as distance 0	none; raw accepted-detection presence/absence values (0/1)	average (UPGMA)
clustered	rows (strains)	C5846	C6391	GCA_050506745.1	GCA_050506815.1	0.5384615384615384	68	57	binary Jaccard; joint absences ignored; zero union defined as distance 0	none; raw accepted-detection presence/absence values (0/1)	average (UPGMA)
