genome_accession	source	ST	BioProject	AMR_gene	AMR_class	AMR_plot_class	AMRFinderPlus_contig_ID	replicon_accession	replicon_description	localisation_classification	evidence_used	replicon_length_bp	replicon_role	sequence_report_path	AMRFinderPlus_raw_record_ID
GCA_050506755.1	Bacteraemia	6	PRJNA1185791	vanR-B	GLYCOPEPTIDE	Vancomycin/glycopeptide	CP175273.1	CP175273.1	chromosome	Chromosome	Accepted AMRFinderPlus hit (Functional_matrix_status=included_in_functional_presence); exact contig-accession match to NCBI Datasets sequence_report.jsonl; assignedMoleculeLocationType=Chromosome	3109149	assembled-molecule	local_archive/large_outputs/Efaecalis_58_AMRFinder/01_ncbi_download/efaecalis_genomes/ncbi_dataset/data/GCA_050506755.1/sequence_report.jsonl	GCA_050506755.1:1
GCA_050506755.1	Bacteraemia	6	PRJNA1185791	vanS-B	GLYCOPEPTIDE	Vancomycin/glycopeptide	CP175273.1	CP175273.1	chromosome	Chromosome	Accepted AMRFinderPlus hit (Functional_matrix_status=included_in_functional_presence); exact contig-accession match to NCBI Datasets sequence_report.jsonl; assignedMoleculeLocationType=Chromosome	3109149	assembled-molecule	local_archive/large_outputs/Efaecalis_58_AMRFinder/01_ncbi_download/efaecalis_genomes/ncbi_dataset/data/GCA_050506755.1/sequence_report.jsonl	GCA_050506755.1:2
GCA_050506755.1	Bacteraemia	6	PRJNA1185791	vanW-B	GLYCOPEPTIDE	Vancomycin/glycopeptide	CP175273.1	CP175273.1	chromosome	Chromosome	Accepted AMRFinderPlus hit (Functional_matrix_status=included_in_functional_presence); exact contig-accession match to NCBI Datasets sequence_report.jsonl; assignedMoleculeLocationType=Chromosome	3109149	assembled-molecule	local_archive/large_outputs/Efaecalis_58_AMRFinder/01_ncbi_download/efaecalis_genomes/ncbi_dataset/data/GCA_050506755.1/sequence_report.jsonl	GCA_050506755.1:4
GCA_050506755.1	Bacteraemia	6	PRJNA1185791	vanX-B	GLYCOPEPTIDE	Vancomycin/glycopeptide	CP175273.1	CP175273.1	chromosome	Chromosome	Accepted AMRFinderPlus hit (Functional_matrix_status=included_in_functional_presence); exact contig-accession match to NCBI Datasets sequence_report.jsonl; assignedMoleculeLocationType=Chromosome	3109149	assembled-molecule	local_archive/large_outputs/Efaecalis_58_AMRFinder/01_ncbi_download/efaecalis_genomes/ncbi_dataset/data/GCA_050506755.1/sequence_report.jsonl	GCA_050506755.1:7
GCA_050506755.1	Bacteraemia	6	PRJNA1185791	vanY-B	GLYCOPEPTIDE	Vancomycin/glycopeptide	CP175273.1	CP175273.1	chromosome	Chromosome	Accepted AMRFinderPlus hit (Functional_matrix_status=included_in_functional_presence); exact contig-accession match to NCBI Datasets sequence_report.jsonl; assignedMoleculeLocationType=Chromosome	3109149	assembled-molecule	local_archive/large_outputs/Efaecalis_58_AMRFinder/01_ncbi_download/efaecalis_genomes/ncbi_dataset/data/GCA_050506755.1/sequence_report.jsonl	GCA_050506755.1:3
GCA_050506755.1	Bacteraemia	6	PRJNA1185791	erm(B)	LINCOSAMIDE/MACROLIDE/STREPTOGRAMIN	Macrolide/lincosamide	CP175274.1	CP175274.1	unnamed3	Plasmid	Accepted AMRFinderPlus hit (Functional_matrix_status=included_in_functional_presence); exact contig-accession match to NCBI Datasets sequence_report.jsonl; assignedMoleculeLocationType=Plasmid	82234	assembled-molecule	local_archive/large_outputs/Efaecalis_58_AMRFinder/01_ncbi_download/efaecalis_genomes/ncbi_dataset/data/GCA_050506755.1/sequence_report.jsonl	GCA_050506755.1:16
GCA_050506765.1	Bacteraemia	40	PRJNA1185791	erm(B)	LINCOSAMIDE/MACROLIDE/STREPTOGRAMIN	Macrolide/lincosamide	CP175270.1	CP175270.1	unnamed2	Plasmid	Accepted AMRFinderPlus hit (Functional_matrix_status=included_in_functional_presence); exact contig-accession match to NCBI Datasets sequence_report.jsonl; assignedMoleculeLocationType=Plasmid	73879	assembled-molecule	local_archive/large_outputs/Efaecalis_58_AMRFinder/01_ncbi_download/efaecalis_genomes/ncbi_dataset/data/GCA_050506765.1/sequence_report.jsonl	GCA_050506765.1:1
GCA_050506765.1	Bacteraemia	40	PRJNA1185791	lsa(A)	LINCOSAMIDE/STREPTOGRAMIN	Macrolide/lincosamide	CP175271.1	CP175271.1	chromosome	Chromosome	Accepted AMRFinderPlus hit (Functional_matrix_status=included_in_functional_presence); exact contig-accession match to NCBI Datasets sequence_report.jsonl; assignedMoleculeLocationType=Chromosome	2894747	assembled-molecule	local_archive/large_outputs/Efaecalis_58_AMRFinder/01_ncbi_download/efaecalis_genomes/ncbi_dataset/data/GCA_050506765.1/sequence_report.jsonl	GCA_050506765.1:2
GCA_050506765.1	Bacteraemia	40	PRJNA1185791	tet(M)	TETRACYCLINE	Tetracycline	CP175271.1	CP175271.1	chromosome	Chromosome	Accepted AMRFinderPlus hit (Functional_matrix_status=included_in_functional_presence); exact contig-accession match to NCBI Datasets sequence_report.jsonl; assignedMoleculeLocationType=Chromosome	2894747	assembled-molecule	local_archive/large_outputs/Efaecalis_58_AMRFinder/01_ncbi_download/efaecalis_genomes/ncbi_dataset/data/GCA_050506765.1/sequence_report.jsonl	GCA_050506765.1:3
GCA_050506775.1	Bacteraemia	Unassigned	PRJNA1185791	lsa(A)	LINCOSAMIDE/STREPTOGRAMIN	Macrolide/lincosamide	CP175268.1	CP175268.1	chromosome	Chromosome	Accepted AMRFinderPlus hit (Functional_matrix_status=included_in_functional_presence); exact contig-accession match to NCBI Datasets sequence_report.jsonl; assignedMoleculeLocationType=Chromosome	2888006	assembled-molecule	local_archive/large_outputs/Efaecalis_58_AMRFinder/01_ncbi_download/efaecalis_genomes/ncbi_dataset/data/GCA_050506775.1/sequence_report.jsonl	GCA_050506775.1:1
GCA_050506815.1	Bacteraemia	179	PRJNA1185791	aac(6')-Ie/aph(2'')-Ia	AMINOGLYCOSIDE	Aminoglycoside	CP175260.1	CP175260.1	chromosome	Chromosome	Accepted AMRFinderPlus hit (Functional_matrix_status=included_in_functional_presence); exact contig-accession match to NCBI Datasets sequence_report.jsonl; assignedMoleculeLocationType=Chromosome	2948300	assembled-molecule	local_archive/large_outputs/Efaecalis_58_AMRFinder/01_ncbi_download/efaecalis_genomes/ncbi_dataset/data/GCA_050506815.1/sequence_report.jsonl	GCA_050506815.1:7
GCA_050506815.1	Bacteraemia	179	PRJNA1185791	aph(3')-IIIa	AMINOGLYCOSIDE	Aminoglycoside	CP175260.1	CP175260.1	chromosome	Chromosome	Accepted AMRFinderPlus hit (Functional_matrix_status=included_in_functional_presence); exact contig-accession match to NCBI Datasets sequence_report.jsonl; assignedMoleculeLocationType=Chromosome	2948300	assembled-molecule	local_archive/large_outputs/Efaecalis_58_AMRFinder/01_ncbi_download/efaecalis_genomes/ncbi_dataset/data/GCA_050506815.1/sequence_report.jsonl	GCA_050506815.1:4
GCA_050506815.1	Bacteraemia	179	PRJNA1185791	erm(B)	LINCOSAMIDE/MACROLIDE/STREPTOGRAMIN	Macrolide/lincosamide	CP175260.1	CP175260.1	chromosome	Chromosome	Accepted AMRFinderPlus hit (Functional_matrix_status=included_in_functional_presence); exact contig-accession match to NCBI Datasets sequence_report.jsonl; assignedMoleculeLocationType=Chromosome	2948300	assembled-molecule	local_archive/large_outputs/Efaecalis_58_AMRFinder/01_ncbi_download/efaecalis_genomes/ncbi_dataset/data/GCA_050506815.1/sequence_report.jsonl	GCA_050506815.1:2
GCA_050506815.1	Bacteraemia	179	PRJNA1185791	lsa(A)	LINCOSAMIDE/STREPTOGRAMIN	Macrolide/lincosamide	CP175260.1	CP175260.1	chromosome	Chromosome	Accepted AMRFinderPlus hit (Functional_matrix_status=included_in_functional_presence); exact contig-accession match to NCBI Datasets sequence_report.jsonl; assignedMoleculeLocationType=Chromosome	2948300	assembled-molecule	local_archive/large_outputs/Efaecalis_58_AMRFinder/01_ncbi_download/efaecalis_genomes/ncbi_dataset/data/GCA_050506815.1/sequence_report.jsonl	GCA_050506815.1:8
GCA_050506815.1	Bacteraemia	179	PRJNA1185791	sat4	STREPTOTHRICIN	Other	CP175260.1	CP175260.1	chromosome	Chromosome	Accepted AMRFinderPlus hit (Functional_matrix_status=included_in_functional_presence); exact contig-accession match to NCBI Datasets sequence_report.jsonl; assignedMoleculeLocationType=Chromosome	2948300	assembled-molecule	local_archive/large_outputs/Efaecalis_58_AMRFinder/01_ncbi_download/efaecalis_genomes/ncbi_dataset/data/GCA_050506815.1/sequence_report.jsonl	GCA_050506815.1:5
GCA_050506815.1	Bacteraemia	179	PRJNA1185791	tet(M)	TETRACYCLINE	Tetracycline	CP175260.1	CP175260.1	chromosome	Chromosome	Accepted AMRFinderPlus hit (Functional_matrix_status=included_in_functional_presence); exact contig-accession match to NCBI Datasets sequence_report.jsonl; assignedMoleculeLocationType=Chromosome	2948300	assembled-molecule	local_archive/large_outputs/Efaecalis_58_AMRFinder/01_ncbi_download/efaecalis_genomes/ncbi_dataset/data/GCA_050506815.1/sequence_report.jsonl	GCA_050506815.1:1
GCA_050506825.1	Bacteraemia	40	PRJNA1185791	lsa(A)	LINCOSAMIDE/STREPTOGRAMIN	Macrolide/lincosamide	CP175258.1	CP175258.1	chromosome	Chromosome	Accepted AMRFinderPlus hit (Functional_matrix_status=included_in_functional_presence); exact contig-accession match to NCBI Datasets sequence_report.jsonl; assignedMoleculeLocationType=Chromosome	3017096	assembled-molecule	local_archive/large_outputs/Efaecalis_58_AMRFinder/01_ncbi_download/efaecalis_genomes/ncbi_dataset/data/GCA_050506825.1/sequence_report.jsonl	GCA_050506825.1:1
GCA_050506825.1	Bacteraemia	40	PRJNA1185791	tet(M)	TETRACYCLINE	Tetracycline	CP175258.1	CP175258.1	chromosome	Chromosome	Accepted AMRFinderPlus hit (Functional_matrix_status=included_in_functional_presence); exact contig-accession match to NCBI Datasets sequence_report.jsonl; assignedMoleculeLocationType=Chromosome	3017096	assembled-molecule	local_archive/large_outputs/Efaecalis_58_AMRFinder/01_ncbi_download/efaecalis_genomes/ncbi_dataset/data/GCA_050506825.1/sequence_report.jsonl	GCA_050506825.1:2
GCA_050506865.1	Bacteraemia	16	PRJNA1185791	aac(6')-Ie/aph(2'')-Ia	AMINOGLYCOSIDE	Aminoglycoside	CP175257.1	CP175257.1	chromosome	Chromosome	Accepted AMRFinderPlus hit (Functional_matrix_status=included_in_functional_presence); exact contig-accession match to NCBI Datasets sequence_report.jsonl; assignedMoleculeLocationType=Chromosome	2847511	assembled-molecule	local_archive/large_outputs/Efaecalis_58_AMRFinder/01_ncbi_download/efaecalis_genomes/ncbi_dataset/data/GCA_050506865.1/sequence_report.jsonl	GCA_050506865.1:7
GCA_050506865.1	Bacteraemia	16	PRJNA1185791	aph(3')-IIIa	AMINOGLYCOSIDE	Aminoglycoside	CP175257.1	CP175257.1	chromosome	Chromosome	Accepted AMRFinderPlus hit (Functional_matrix_status=included_in_functional_presence); exact contig-accession match to NCBI Datasets sequence_report.jsonl; assignedMoleculeLocationType=Chromosome	2847511	assembled-molecule	local_archive/large_outputs/Efaecalis_58_AMRFinder/01_ncbi_download/efaecalis_genomes/ncbi_dataset/data/GCA_050506865.1/sequence_report.jsonl	GCA_050506865.1:4
GCA_050506865.1	Bacteraemia	16	PRJNA1185791	erm(B)	LINCOSAMIDE/MACROLIDE/STREPTOGRAMIN	Macrolide/lincosamide	CP175257.1	CP175257.1	chromosome	Chromosome	Accepted AMRFinderPlus hit (Functional_matrix_status=included_in_functional_presence); exact contig-accession match to NCBI Datasets sequence_report.jsonl; assignedMoleculeLocationType=Chromosome	2847511	assembled-molecule	local_archive/large_outputs/Efaecalis_58_AMRFinder/01_ncbi_download/efaecalis_genomes/ncbi_dataset/data/GCA_050506865.1/sequence_report.jsonl	GCA_050506865.1:2
GCA_050506865.1	Bacteraemia	16	PRJNA1185791	erm(B)	LINCOSAMIDE/MACROLIDE/STREPTOGRAMIN	Macrolide/lincosamide	CP175257.1	CP175257.1	chromosome	Chromosome	Accepted AMRFinderPlus hit (Functional_matrix_status=included_in_functional_presence); exact contig-accession match to NCBI Datasets sequence_report.jsonl; assignedMoleculeLocationType=Chromosome	2847511	assembled-molecule	local_archive/large_outputs/Efaecalis_58_AMRFinder/01_ncbi_download/efaecalis_genomes/ncbi_dataset/data/GCA_050506865.1/sequence_report.jsonl	GCA_050506865.1:8
GCA_050506865.1	Bacteraemia	16	PRJNA1185791	lsa(A)	LINCOSAMIDE/STREPTOGRAMIN	Macrolide/lincosamide	CP175257.1	CP175257.1	chromosome	Chromosome	Accepted AMRFinderPlus hit (Functional_matrix_status=included_in_functional_presence); exact contig-accession match to NCBI Datasets sequence_report.jsonl; assignedMoleculeLocationType=Chromosome	2847511	assembled-molecule	local_archive/large_outputs/Efaecalis_58_AMRFinder/01_ncbi_download/efaecalis_genomes/ncbi_dataset/data/GCA_050506865.1/sequence_report.jsonl	GCA_050506865.1:9
GCA_050506865.1	Bacteraemia	16	PRJNA1185791	sat4	STREPTOTHRICIN	Other	CP175257.1	CP175257.1	chromosome	Chromosome	Accepted AMRFinderPlus hit (Functional_matrix_status=included_in_functional_presence); exact contig-accession match to NCBI Datasets sequence_report.jsonl; assignedMoleculeLocationType=Chromosome	2847511	assembled-molecule	local_archive/large_outputs/Efaecalis_58_AMRFinder/01_ncbi_download/efaecalis_genomes/ncbi_dataset/data/GCA_050506865.1/sequence_report.jsonl	GCA_050506865.1:5
GCA_050506865.1	Bacteraemia	16	PRJNA1185791	tet(M)	TETRACYCLINE	Tetracycline	CP175257.1	CP175257.1	chromosome	Chromosome	Accepted AMRFinderPlus hit (Functional_matrix_status=included_in_functional_presence); exact contig-accession match to NCBI Datasets sequence_report.jsonl; assignedMoleculeLocationType=Chromosome	2847511	assembled-molecule	local_archive/large_outputs/Efaecalis_58_AMRFinder/01_ncbi_download/efaecalis_genomes/ncbi_dataset/data/GCA_050506865.1/sequence_report.jsonl	GCA_050506865.1:1
GCA_050506875.1	Bacteraemia	1271	PRJNA1185791	dfrG	TRIMETHOPRIM	Other	CP175255.1	CP175255.1	chromosome	Chromosome	Accepted AMRFinderPlus hit (Functional_matrix_status=included_in_functional_presence); exact contig-accession match to NCBI Datasets sequence_report.jsonl; assignedMoleculeLocationType=Chromosome	2948600	assembled-molecule	local_archive/large_outputs/Efaecalis_58_AMRFinder/01_ncbi_download/efaecalis_genomes/ncbi_dataset/data/GCA_050506875.1/sequence_report.jsonl	GCA_050506875.1:1
GCA_050506875.1	Bacteraemia	1271	PRJNA1185791	lsa(A)	LINCOSAMIDE/STREPTOGRAMIN	Macrolide/lincosamide	CP175255.1	CP175255.1	chromosome	Chromosome	Accepted AMRFinderPlus hit (Functional_matrix_status=included_in_functional_presence); exact contig-accession match to NCBI Datasets sequence_report.jsonl; assignedMoleculeLocationType=Chromosome	2948600	assembled-molecule	local_archive/large_outputs/Efaecalis_58_AMRFinder/01_ncbi_download/efaecalis_genomes/ncbi_dataset/data/GCA_050506875.1/sequence_report.jsonl	GCA_050506875.1:2
GCA_050506875.1	Bacteraemia	1271	PRJNA1185791	erm(B)	LINCOSAMIDE/MACROLIDE/STREPTOGRAMIN	Macrolide/lincosamide	CP175256.1	CP175256.1	unnamed1	Plasmid	Accepted AMRFinderPlus hit (Functional_matrix_status=included_in_functional_presence); exact contig-accession match to NCBI Datasets sequence_report.jsonl; assignedMoleculeLocationType=Plasmid	49320	assembled-molecule	local_archive/large_outputs/Efaecalis_58_AMRFinder/01_ncbi_download/efaecalis_genomes/ncbi_dataset/data/GCA_050506875.1/sequence_report.jsonl	GCA_050506875.1:3
GCA_050506885.1	Bacteraemia	1112	PRJNA1185791	erm(B)	LINCOSAMIDE/MACROLIDE/STREPTOGRAMIN	Macrolide/lincosamide	CP175251.1	CP175251.1	unnamed1	Plasmid	Accepted AMRFinderPlus hit (Functional_matrix_status=included_in_functional_presence); exact contig-accession match to NCBI Datasets sequence_report.jsonl; assignedMoleculeLocationType=Plasmid	86004	assembled-molecule	local_archive/large_outputs/Efaecalis_58_AMRFinder/01_ncbi_download/efaecalis_genomes/ncbi_dataset/data/GCA_050506885.1/sequence_report.jsonl	GCA_050506885.1:8
GCA_050506885.1	Bacteraemia	1112	PRJNA1185791	vanA	GLYCOPEPTIDE	Vancomycin/glycopeptide	CP175251.1	CP175251.1	unnamed1	Plasmid	Accepted AMRFinderPlus hit (Functional_matrix_status=included_in_functional_presence); exact contig-accession match to NCBI Datasets sequence_report.jsonl; assignedMoleculeLocationType=Plasmid	86004	assembled-molecule	local_archive/large_outputs/Efaecalis_58_AMRFinder/01_ncbi_download/efaecalis_genomes/ncbi_dataset/data/GCA_050506885.1/sequence_report.jsonl	GCA_050506885.1:4
GCA_050506885.1	Bacteraemia	1112	PRJNA1185791	vanH-A	GLYCOPEPTIDE	Vancomycin/glycopeptide	CP175251.1	CP175251.1	unnamed1	Plasmid	Accepted AMRFinderPlus hit (Functional_matrix_status=included_in_functional_presence); exact contig-accession match to NCBI Datasets sequence_report.jsonl; assignedMoleculeLocationType=Plasmid	86004	assembled-molecule	local_archive/large_outputs/Efaecalis_58_AMRFinder/01_ncbi_download/efaecalis_genomes/ncbi_dataset/data/GCA_050506885.1/sequence_report.jsonl	GCA_050506885.1:3
GCA_050506885.1	Bacteraemia	1112	PRJNA1185791	vanR-A	GLYCOPEPTIDE	Vancomycin/glycopeptide	CP175251.1	CP175251.1	unnamed1	Plasmid	Accepted AMRFinderPlus hit (Functional_matrix_status=included_in_functional_presence); exact contig-accession match to NCBI Datasets sequence_report.jsonl; assignedMoleculeLocationType=Plasmid	86004	assembled-molecule	local_archive/large_outputs/Efaecalis_58_AMRFinder/01_ncbi_download/efaecalis_genomes/ncbi_dataset/data/GCA_050506885.1/sequence_report.jsonl	GCA_050506885.1:1
GCA_050506885.1	Bacteraemia	1112	PRJNA1185791	vanS-A	GLYCOPEPTIDE	Vancomycin/glycopeptide	CP175251.1	CP175251.1	unnamed1	Plasmid	Accepted AMRFinderPlus hit (Functional_matrix_status=included_in_functional_presence); exact contig-accession match to NCBI Datasets sequence_report.jsonl; assignedMoleculeLocationType=Plasmid	86004	assembled-molecule	local_archive/large_outputs/Efaecalis_58_AMRFinder/01_ncbi_download/efaecalis_genomes/ncbi_dataset/data/GCA_050506885.1/sequence_report.jsonl	GCA_050506885.1:2
GCA_050506885.1	Bacteraemia	1112	PRJNA1185791	vanX-A	GLYCOPEPTIDE	Vancomycin/glycopeptide	CP175251.1	CP175251.1	unnamed1	Plasmid	Accepted AMRFinderPlus hit (Functional_matrix_status=included_in_functional_presence); exact contig-accession match to NCBI Datasets sequence_report.jsonl; assignedMoleculeLocationType=Plasmid	86004	assembled-molecule	local_archive/large_outputs/Efaecalis_58_AMRFinder/01_ncbi_download/efaecalis_genomes/ncbi_dataset/data/GCA_050506885.1/sequence_report.jsonl	GCA_050506885.1:5
GCA_050506885.1	Bacteraemia	1112	PRJNA1185791	vanY-A	GLYCOPEPTIDE	Vancomycin/glycopeptide	CP175251.1	CP175251.1	unnamed1	Plasmid	Accepted AMRFinderPlus hit (Functional_matrix_status=included_in_functional_presence); exact contig-accession match to NCBI Datasets sequence_report.jsonl; assignedMoleculeLocationType=Plasmid	86004	assembled-molecule	local_archive/large_outputs/Efaecalis_58_AMRFinder/01_ncbi_download/efaecalis_genomes/ncbi_dataset/data/GCA_050506885.1/sequence_report.jsonl	GCA_050506885.1:6
GCA_050506885.1	Bacteraemia	1112	PRJNA1185791	vanZ-A	GLYCOPEPTIDE	Vancomycin/glycopeptide	CP175251.1	CP175251.1	unnamed1	Plasmid	Accepted AMRFinderPlus hit (Functional_matrix_status=included_in_functional_presence); exact contig-accession match to NCBI Datasets sequence_report.jsonl; assignedMoleculeLocationType=Plasmid	86004	assembled-molecule	local_archive/large_outputs/Efaecalis_58_AMRFinder/01_ncbi_download/efaecalis_genomes/ncbi_dataset/data/GCA_050506885.1/sequence_report.jsonl	GCA_050506885.1:7
GCA_050506885.1	Bacteraemia	1112	PRJNA1185791	aac(6')-Ie/aph(2'')-Ia	AMINOGLYCOSIDE	Aminoglycoside	CP175253.1	CP175253.1	unnamed3	Plasmid	Accepted AMRFinderPlus hit (Functional_matrix_status=included_in_functional_presence); exact contig-accession match to NCBI Datasets sequence_report.jsonl; assignedMoleculeLocationType=Plasmid	55988	assembled-molecule	local_archive/large_outputs/Efaecalis_58_AMRFinder/01_ncbi_download/efaecalis_genomes/ncbi_dataset/data/GCA_050506885.1/sequence_report.jsonl	GCA_050506885.1:10
