Genome_1,Genome_2,AMR_Jaccard_distance,AMR_Jaccard_similarity,Nine_locus_patristic_distance,ST_pair_evaluable,ST_relationship,Source_relationship,Study_relationship
GCA_050482265.1,GCA_050516655.1,0.9,0.09999999999999998,0.010679482300000001,TRUE,Different ST,Same source,Same study
GCA_050482265.1,GCA_050475575.1,0.7894736842105263,0.21052631578947367,0.011218995099999999,TRUE,Different ST,Same source,Same study
GCA_050482265.1,GCF_053117685.1,0.6842105263157895,0.3157894736842105,0.011218995099999999,TRUE,Different ST,Different source,Different study
GCA_050482265.1,GCF_053117705.1,0.6842105263157895,0.3157894736842105,0.011218995099999999,TRUE,Different ST,Different source,Different study
GCA_050482265.1,GCA_050506695.1,0.8421052631578947,0.1578947368421053,0.011218995099999999,TRUE,Different ST,Same source,Same study
GCA_050482265.1,GCA_050506815.1,0.6842105263157895,0.3157894736842105,0.011218995099999999,TRUE,Different ST,Same source,Same study
GCA_050482265.1,GCA_050516665.1,0.6842105263157895,0.3157894736842105,0.011218995099999999,TRUE,Different ST,Same source,Same study
GCA_050482265.1,GCA_050507065.1,0.8947368421052632,0.10526315789473684,0.011218995099999999,TRUE,Different ST,Same source,Same study
GCA_050482265.1,GCF_053117575.1,0.6842105263157895,0.3157894736842105,0.011218995099999999,TRUE,Different ST,Different source,Different study
GCA_050482265.1,GCA_050506995.1,0.8947368421052632,0.10526315789473684,0.011218995099999999,TRUE,Different ST,Same source,Same study
GCA_050482265.1,GCF_053117655.1,0.736842105263158,0.26315789473684204,0.011218995099999999,TRUE,Different ST,Different source,Different study
GCA_050482265.1,GCA_050506685.1,0.8421052631578947,0.1578947368421053,0.011218995099999999,TRUE,Different ST,Same source,Same study
GCA_050482265.1,GCA_050516675.1,0.8421052631578947,0.1578947368421053,0.0113089633,TRUE,Different ST,Same source,Same study
GCA_050482265.1,GCA_050485055.1,0.368421052631579,0.631578947368421,0.009857333099999999,TRUE,Different ST,Same source,Same study
GCA_050482265.1,GCA_050506675.1,0.85,0.15000000000000002,0.009857333099999999,TRUE,Different ST,Same source,Same study
GCA_050482265.1,GCF_053117585.1,0.8181818181818181,0.18181818181818188,0.009857333099999999,TRUE,Different ST,Different source,Different study
GCA_050482265.1,GCA_050506865.1,0.6842105263157895,0.3157894736842105,0.009857333099999999,TRUE,Different ST,Same source,Same study
GCA_050482265.1,GCA_050506665.1,0.85,0.15000000000000002,0.009857333099999999,TRUE,Different ST,Same source,Same study
GCA_050482265.1,GCA_050505635.1,0.8260869565217391,0.17391304347826086,0.009949935900000002,TRUE,Different ST,Same source,Same study
GCA_050482265.1,GCA_050505645.1,0.8260869565217391,0.17391304347826086,0.0099499305,TRUE,Different ST,Same source,Same study
GCA_050482265.1,GCA_050486715.1,0.9,0.09999999999999998,0.009946416400000001,FALSE,ST comparison unavailable,Same source,Same study
GCA_050482265.1,GCA_050491675.1,0.6666666666666667,0.33333333333333326,0.0110279731,TRUE,Different ST,Same source,Same study
GCA_050482265.1,GCA_050491685.1,0.6666666666666667,0.33333333333333326,0.0110279731,TRUE,Different ST,Same source,Same study
GCA_050482265.1,GCF_053117675.1,0.72,0.28,0.0109344452,TRUE,Different ST,Different source,Different study
GCA_050482265.1,GCA_050472755.1,0.8181818181818181,0.18181818181818188,0.0129944418,TRUE,Different ST,Same source,Same study
GCA_050482265.1,GCA_050506875.1,0.9,0.09999999999999998,0.0156975,TRUE,Different ST,Same source,Same study
GCA_050492135.1,GCA_050492125.1,0,1,0,TRUE,Same ST,Same source,Same study
GCA_050492135.1,GCA_050506745.1,0.4117647058823529,0.5882352941176471,0,TRUE,Same ST,Same source,Same study
GCA_050492135.1,GCA_050506755.1,0.5882352941176471,0.4117647058823529,0,TRUE,Same ST,Same source,Same study
GCA_050492135.1,GCA_050485045.1,0.6666666666666667,0.33333333333333326,0,TRUE,Same ST,Same source,Same study
GCA_050492135.1,GCA_050472745.1,0,1,2e-6,TRUE,Same ST,Same source,Same study
GCA_050492135.1,GCA_050485625.1,0.4444444444444444,0.5555555555555556,9.628229999999999e-5,TRUE,Same ST,Same source,Same study
GCA_050492135.1,GCA_050506885.1,0.7058823529411764,0.2941176470588236,0.0055152299,TRUE,Different ST,Same source,Same study
GCA_050492135.1,GCA_050474495.1,0.4,0.6,0.0092368969,TRUE,Different ST,Same source,Same study
GCA_050492135.1,GCA_050506905.1,0.625,0.375,0.0092368969,TRUE,Different ST,Same source,Same study
GCA_050492135.1,GCF_053117695.1,0.6363636363636364,0.36363636363636365,0.0085783815,TRUE,Different ST,Different source,Different study
GCA_050492135.1,GCA_050471105.1,0.8,0.19999999999999996,0.0086148243,TRUE,Different ST,Same source,Same study
GCA_050492135.1,GCA_050481115.1,0.8,0.19999999999999996,0.0086148243,TRUE,Different ST,Same source,Same study
GCA_050492135.1,GCA_050481685.1,0.8,0.19999999999999996,0.0086148243,TRUE,Different ST,Same source,Same study
GCA_050492135.1,GCA_050481105.1,0.8,0.19999999999999996,0.0086148243,TRUE,Different ST,Same source,Same study
GCA_050492135.1,GCA_050480515.1,0.8,0.19999999999999996,0.008616269700000002,TRUE,Different ST,Same source,Same study
GCA_050492135.1,GCA_050486705.1,0.5,0.5,0.0085232424,TRUE,Different ST,Same source,Same study
GCA_050492135.1,GCA_050506725.1,0.9,0.09999999999999998,0.0086196781,TRUE,Different ST,Same source,Same study
GCA_050492135.1,GCA_050506735.1,0.9,0.09999999999999998,0.0086196781,TRUE,Different ST,Same source,Same study
GCA_050492135.1,GCF_053117665.1,0.4,0.6,0.008714291200000002,TRUE,Different ST,Different source,Different study
GCA_050492135.1,GCA_050506765.1,0.7,0.30000000000000004,0.009994513100000001,TRUE,Different ST,Same source,Same study
GCA_050492135.1,GCA_050506825.1,0.8,0.19999999999999996,0.009900803000000001,TRUE,Different ST,Same source,Same study
GCA_050492135.1,GCA_050516645.1,0.8181818181818181,0.18181818181818188,0.010679482300000001,TRUE,Different ST,Same source,Same study
GCA_050492135.1,GCA_050516655.1,0.8181818181818181,0.18181818181818188,0.010679482300000001,TRUE,Different ST,Same source,Same study
GCA_050492135.1,GCA_050475575.1,0.6,0.4,0.011218995099999999,TRUE,Different ST,Same source,Same study
GCA_050492135.1,GCF_053117685.1,0.4,0.6,0.011218995099999999,TRUE,Different ST,Different source,Different study
GCA_050492135.1,GCF_053117705.1,0.4,0.6,0.011218995099999999,TRUE,Different ST,Different source,Different study
GCA_050492135.1,GCA_050506695.1,0.7,0.30000000000000004,0.011218995099999999,TRUE,Different ST,Same source,Same study
GCA_050492135.1,GCA_050506815.1,0.4,0.6,0.011218995099999999,TRUE,Different ST,Same source,Same study
GCA_050492135.1,GCA_050516665.1,0.4,0.6,0.011218995099999999,TRUE,Different ST,Same source,Same study
GCA_050492135.1,GCA_050507065.1,0.8,0.19999999999999996,0.011218995099999999,TRUE,Different ST,Same source,Same study
GCA_050492135.1,GCF_053117575.1,0.4,0.6,0.011218995099999999,TRUE,Different ST,Different source,Different study
GCA_050492135.1,GCA_050506995.1,0.8,0.19999999999999996,0.011218995099999999,TRUE,Different ST,Same source,Same study
GCA_050492135.1,GCF_053117655.1,0.5,0.5,0.011218995099999999,TRUE,Different ST,Different source,Different study
GCA_050492135.1,GCA_050506685.1,0.7,0.30000000000000004,0.011218995099999999,TRUE,Different ST,Same source,Same study
GCA_050492135.1,GCA_050516675.1,0.7,0.30000000000000004,0.0113089633,TRUE,Different ST,Same source,Same study
GCA_050492135.1,GCA_050485055.1,0.7777777777777778,0.2222222222222222,0.009857333099999999,TRUE,Different ST,Same source,Same study
GCA_050492135.1,GCA_050506675.1,0.7272727272727273,0.2727272727272727,0.009857333099999999,TRUE,Different ST,Same source,Same study
GCA_050492135.1,GCF_053117585.1,0.6923076923076923,0.3076923076923077,0.009857333099999999,TRUE,Different ST,Different source,Different study
GCA_050492135.1,GCA_050506865.1,0.4,0.6,0.009857333099999999,TRUE,Different ST,Same source,Same study
GCA_050492135.1,GCA_050506665.1,0.7272727272727273,0.2727272727272727,0.009857333099999999,TRUE,Different ST,Same source,Same study
GCA_050492135.1,GCA_050505635.1,0.7142857142857143,0.2857142857142857,0.009949935900000002,TRUE,Different ST,Same source,Same study
GCA_050492135.1,GCA_050505645.1,0.7142857142857143,0.2857142857142857,0.0099499305,TRUE,Different ST,Same source,Same study
GCA_050492135.1,GCA_050486715.1,0.8181818181818181,0.18181818181818188,0.009946416400000001,FALSE,ST comparison unavailable,Same source,Same study
GCA_050492135.1,GCA_050491675.1,0.41666666666666663,0.5833333333333334,0.0110279731,TRUE,Different ST,Same source,Same study
GCA_050492135.1,GCA_050491685.1,0.41666666666666663,0.5833333333333334,0.0110279731,TRUE,Different ST,Same source,Same study
GCA_050492135.1,GCF_053117675.1,0.5625,0.4375,0.0109344452,TRUE,Different ST,Different source,Different study
GCA_050492135.1,GCA_050472755.1,0.6923076923076923,0.3076923076923077,0.0129944418,TRUE,Different ST,Same source,Same study
GCA_050492135.1,GCA_050506875.1,0.8181818181818181,0.18181818181818188,0.0156975,TRUE,Different ST,Same source,Same study
GCA_050492125.1,GCA_050506745.1,0.4117647058823529,0.5882352941176471,0,TRUE,Same ST,Same source,Same study
GCA_050492125.1,GCA_050506755.1,0.5882352941176471,0.4117647058823529,0,TRUE,Same ST,Same source,Same study
GCA_050492125.1,GCA_050485045.1,0.6666666666666667,0.33333333333333326,0,TRUE,Same ST,Same source,Same study
GCA_050492125.1,GCA_050472745.1,0,1,2e-6,TRUE,Same ST,Same source,Same study
GCA_050492125.1,GCA_050485625.1,0.4444444444444444,0.5555555555555556,9.628229999999999e-5,TRUE,Same ST,Same source,Same study
GCA_050492125.1,GCA_050506885.1,0.7058823529411764,0.2941176470588236,0.0055152299,TRUE,Different ST,Same source,Same study
GCA_050492125.1,GCA_050474495.1,0.4,0.6,0.0092368969,TRUE,Different ST,Same source,Same study
GCA_050492125.1,GCA_050506905.1,0.625,0.375,0.0092368969,TRUE,Different ST,Same source,Same study
GCA_050492125.1,GCF_053117695.1,0.6363636363636364,0.36363636363636365,0.0085783815,TRUE,Different ST,Different source,Different study
GCA_050492125.1,GCA_050471105.1,0.8,0.19999999999999996,0.0086148243,TRUE,Different ST,Same source,Same study
GCA_050492125.1,GCA_050481115.1,0.8,0.19999999999999996,0.0086148243,TRUE,Different ST,Same source,Same study
GCA_050492125.1,GCA_050481685.1,0.8,0.19999999999999996,0.0086148243,TRUE,Different ST,Same source,Same study
GCA_050492125.1,GCA_050481105.1,0.8,0.19999999999999996,0.0086148243,TRUE,Different ST,Same source,Same study
GCA_050492125.1,GCA_050480515.1,0.8,0.19999999999999996,0.008616269700000002,TRUE,Different ST,Same source,Same study
GCA_050492125.1,GCA_050486705.1,0.5,0.5,0.0085232424,TRUE,Different ST,Same source,Same study
GCA_050492125.1,GCA_050506725.1,0.9,0.09999999999999998,0.0086196781,TRUE,Different ST,Same source,Same study
GCA_050492125.1,GCA_050506735.1,0.9,0.09999999999999998,0.0086196781,TRUE,Different ST,Same source,Same study
GCA_050492125.1,GCF_053117665.1,0.4,0.6,0.008714291200000002,TRUE,Different ST,Different source,Different study
GCA_050492125.1,GCA_050506765.1,0.7,0.30000000000000004,0.009994513100000001,TRUE,Different ST,Same source,Same study
GCA_050492125.1,GCA_050506825.1,0.8,0.19999999999999996,0.009900803000000001,TRUE,Different ST,Same source,Same study
GCA_050492125.1,GCA_050516645.1,0.8181818181818181,0.18181818181818188,0.010679482300000001,TRUE,Different ST,Same source,Same study
GCA_050492125.1,GCA_050516655.1,0.8181818181818181,0.18181818181818188,0.010679482300000001,TRUE,Different ST,Same source,Same study
GCA_050492125.1,GCA_050475575.1,0.6,0.4,0.011218995099999999,TRUE,Different ST,Same source,Same study
GCA_050492125.1,GCF_053117685.1,0.4,0.6,0.011218995099999999,TRUE,Different ST,Different source,Different study
GCA_050492125.1,GCF_053117705.1,0.4,0.6,0.011218995099999999,TRUE,Different ST,Different source,Different study
GCA_050492125.1,GCA_050506695.1,0.7,0.30000000000000004,0.011218995099999999,TRUE,Different ST,Same source,Same study
GCA_050492125.1,GCA_050506815.1,0.4,0.6,0.011218995099999999,TRUE,Different ST,Same source,Same study
GCA_050492125.1,GCA_050516665.1,0.4,0.6,0.011218995099999999,TRUE,Different ST,Same source,Same study
GCA_050492125.1,GCA_050507065.1,0.8,0.19999999999999996,0.011218995099999999,TRUE,Different ST,Same source,Same study
GCA_050492125.1,GCF_053117575.1,0.4,0.6,0.011218995099999999,TRUE,Different ST,Different source,Different study
GCA_050492125.1,GCA_050506995.1,0.8,0.19999999999999996,0.011218995099999999,TRUE,Different ST,Same source,Same study
GCA_050492125.1,GCF_053117655.1,0.5,0.5,0.011218995099999999,TRUE,Different ST,Different source,Different study
GCA_050492125.1,GCA_050506685.1,0.7,0.30000000000000004,0.011218995099999999,TRUE,Different ST,Same source,Same study
GCA_050492125.1,GCA_050516675.1,0.7,0.30000000000000004,0.0113089633,TRUE,Different ST,Same source,Same study
GCA_050492125.1,GCA_050485055.1,0.7777777777777778,0.2222222222222222,0.009857333099999999,TRUE,Different ST,Same source,Same study
GCA_050492125.1,GCA_050506675.1,0.7272727272727273,0.2727272727272727,0.009857333099999999,TRUE,Different ST,Same source,Same study
GCA_050492125.1,GCF_053117585.1,0.6923076923076923,0.3076923076923077,0.009857333099999999,TRUE,Different ST,Different source,Different study
GCA_050492125.1,GCA_050506865.1,0.4,0.6,0.009857333099999999,TRUE,Different ST,Same source,Same study
GCA_050492125.1,GCA_050506665.1,0.7272727272727273,0.2727272727272727,0.009857333099999999,TRUE,Different ST,Same source,Same study
GCA_050492125.1,GCA_050505635.1,0.7142857142857143,0.2857142857142857,0.009949935900000002,TRUE,Different ST,Same source,Same study
GCA_050492125.1,GCA_050505645.1,0.7142857142857143,0.2857142857142857,0.0099499305,TRUE,Different ST,Same source,Same study
GCA_050492125.1,GCA_050486715.1,0.8181818181818181,0.18181818181818188,0.009946416400000001,FALSE,ST comparison unavailable,Same source,Same study
GCA_050492125.1,GCA_050491675.1,0.41666666666666663,0.5833333333333334,0.0110279731,TRUE,Different ST,Same source,Same study
GCA_050492125.1,GCA_050491685.1,0.41666666666666663,0.5833333333333334,0.0110279731,TRUE,Different ST,Same source,Same study
GCA_050492125.1,GCF_053117675.1,0.5625,0.4375,0.0109344452,TRUE,Different ST,Different source,Different study
GCA_050492125.1,GCA_050472755.1,0.6923076923076923,0.3076923076923077,0.0129944418,TRUE,Different ST,Same source,Same study
GCA_050492125.1,GCA_050506875.1,0.8181818181818181,0.18181818181818188,0.0156975,TRUE,Different ST,Same source,Same study
GCA_050506745.1,GCA_050506755.1,0.17647058823529416,0.8235294117647058,0,TRUE,Same ST,Same source,Same study
GCA_050506745.1,GCA_050485045.1,0.76,0.24,0,TRUE,Same ST,Same source,Same study
GCA_050506745.1,GCA_050472745.1,0.4117647058823529,0.5882352941176471,2e-6,TRUE,Same ST,Same source,Same study
GCA_050506745.1,GCA_050485625.1,0.6,0.4,9.628229999999999e-5,TRUE,Same ST,Same source,Same study
GCA_050506745.1,GCA_050506885.1,0.7916666666666666,0.20833333333333337,0.0055152299,TRUE,Different ST,Same source,Same study
GCA_050506745.1,GCA_050474495.1,0.6470588235294117,0.3529411764705883,0.0092368969,TRUE,Different ST,Same source,Same study
GCA_050506745.1,GCA_050506905.1,0.7391304347826086,0.26086956521739135,0.0092368969,TRUE,Different ST,Same source,Same study
GCA_050506745.1,GCF_053117695.1,0.7777777777777778,0.2222222222222222,0.0085783815,TRUE,Different ST,Different source,Different study
GCA_050506745.1,GCA_050471105.1,0.8823529411764706,0.11764705882352944,0.0086148243,TRUE,Different ST,Same source,Same study
GCA_050506745.1,GCA_050481115.1,0.8823529411764706,0.11764705882352944,0.0086148243,TRUE,Different ST,Same source,Same study
GCA_050506745.1,GCA_050481685.1,0.8823529411764706,0.11764705882352944,0.0086148243,TRUE,Different ST,Same source,Same study
GCA_050506745.1,GCA_050481105.1,0.8823529411764706,0.11764705882352944,0.0086148243,TRUE,Different ST,Same source,Same study
GCA_050506745.1,GCA_050480515.1,0.8823529411764706,0.11764705882352944,0.008616269700000002,TRUE,Different ST,Same source,Same study
GCA_050506745.1,GCA_050486705.1,0.6842105263157895,0.3157894736842105,0.0085232424,TRUE,Different ST,Same source,Same study
GCA_050506745.1,GCA_050506725.1,0.9411764705882353,0.05882352941176472,0.0086196781,TRUE,Different ST,Same source,Same study
GCA_050506745.1,GCA_050506735.1,0.9411764705882353,0.05882352941176472,0.0086196781,TRUE,Different ST,Same source,Same study
GCA_050506745.1,GCF_053117665.1,0.6470588235294117,0.3529411764705883,0.008714291200000002,TRUE,Different ST,Different source,Different study
GCA_050506745.1,GCA_050506765.1,0.8235294117647058,0.17647058823529416,0.009994513100000001,TRUE,Different ST,Same source,Same study
GCA_050506745.1,GCA_050506825.1,0.8823529411764706,0.11764705882352944,0.009900803000000001,TRUE,Different ST,Same source,Same study
GCA_050506745.1,GCA_050516645.1,0.8888888888888888,0.11111111111111116,0.010679482300000001,TRUE,Different ST,Same source,Same study
GCA_050506745.1,GCA_050516655.1,0.8888888888888888,0.11111111111111116,0.010679482300000001,TRUE,Different ST,Same source,Same study
GCA_050506745.1,GCA_050475575.1,0.7647058823529411,0.23529411764705888,0.011218995099999999,TRUE,Different ST,Same source,Same study
GCA_050506745.1,GCF_053117685.1,0.6470588235294117,0.3529411764705883,0.011218995099999999,TRUE,Different ST,Different source,Different study
GCA_050506745.1,GCF_053117705.1,0.6470588235294117,0.3529411764705883,0.011218995099999999,TRUE,Different ST,Different source,Different study
GCA_050506745.1,GCA_050506695.1,0.8235294117647058,0.17647058823529416,0.011218995099999999,TRUE,Different ST,Same source,Same study
GCA_050506745.1,GCA_050506815.1,0.6470588235294117,0.3529411764705883,0.011218995099999999,TRUE,Different ST,Same source,Same study
GCA_050506745.1,GCA_050516665.1,0.6470588235294117,0.3529411764705883,0.011218995099999999,TRUE,Different ST,Same source,Same study
